"class_name","full_type","title","title_key","description_key","card_type","rarity","target_type","multiplayer_constraint","is_upgradable","description","plain_description","mentions_statuses","strict_callouts","mention_only_statuses","applies_vulnerable","applies_weak","gains_strength","gains_vigor","grants_double_damage","gains_focus","applies_poison","support_signal"
"FiendFire","MegaCrit.Sts2.Core.Models.Cards.FiendFire","Fiend Fire","FIEND_FIRE.title","FIEND_FIRE.description","Attack","Rare","AnyEnemy","None","True","[gold]Exhaust[/gold] your [gold]Hand[/gold].
Deal {Damage:diff()} damage for each card [gold]Exhausted[/gold].","Exhaust your Hand. Deal Damage damage for each card Exhausted.","","","","False","False","False","False","False","False","False","False"
"FightMe","MegaCrit.Sts2.Core.Models.Cards.FightMe","Fight Me!","FIGHT_ME.title","FIGHT_ME.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage twice.
Gain {StrengthPower:diff()} [gold]Strength[/gold].
The enemy gains {EnemyStrength:diff()} [gold]Strength[/gold].","Deal Damage damage twice. Gain StrengthPower Strength. The enemy gains EnemyStrength Strength.","Strength","Strength","","False","False","True","False","False","False","False","False"
"FightThrough","MegaCrit.Sts2.Core.Models.Cards.FightThrough","Fight Through","FIGHT_THROUGH.title","FIGHT_THROUGH.description","Skill","Uncommon","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
Add 2 [gold]Wounds[/gold] into your [gold]Discard Pile[/gold].","Gain Block Block. Add 2 Wounds into your Discard Pile.","","","","False","False","False","False","False","False","False","False"
"Finesse","MegaCrit.Sts2.Core.Models.Cards.Finesse","Finesse","FINESSE.title","FINESSE.description","Skill","Uncommon","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
Draw 1 card.","Gain Block Block. Draw 1 card.","","","","False","False","False","False","False","False","False","False"
"Finisher","MegaCrit.Sts2.Core.Models.Cards.Finisher","Finisher","FINISHER.title","FINISHER.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage for each Attack already played this turn.{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times})|}","Deal Damage damage for each Attack already played this turn.InCombat CalculatedHits)|}","","","","False","False","False","False","False","False","False","False"
"Fisticuffs","MegaCrit.Sts2.Core.Models.Cards.Fisticuffs","Fisticuffs","FISTICUFFS.title","FISTICUFFS.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Gain [gold]Block[/gold] equal to damage dealt.","Deal Damage damage. Gain Block equal to damage dealt.","","","","False","False","False","False","False","False","False","False"
"FlakCannon","MegaCrit.Sts2.Core.Models.Cards.FlakCannon","Flak Cannon","FLAK_CANNON.title","FLAK_CANNON.description","Attack","Rare","RandomEnemy","None","True","[gold]Exhaust[/gold] ALL your Status cards.
Deal {Damage:diff()} damage to a random enemy for each card [gold]Exhausted[/gold].{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times})|}","Exhaust ALL your Status cards. Deal Damage damage to a random enemy for each card Exhausted.InCombat CalculatedHits)|}","","","","False","False","False","False","False","False","False","False"
"FlameBarrier","MegaCrit.Sts2.Core.Models.Cards.FlameBarrier","Flame Barrier","FLAME_BARRIER.title","FLAME_BARRIER.description","Skill","Uncommon","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
Whenever you are attacked this turn, deal {DamageBack:diff()} damage back.","Gain Block Block. Whenever you are attacked this turn, deal DamageBack damage back.","","","","False","False","False","False","False","False","False","False"
"Flanking","MegaCrit.Sts2.Core.Models.Cards.Flanking","Flanking","FLANKING.title","FLANKING.description","Skill","Uncommon","AnyEnemy","MultiplayerOnly","True","The enemy takes double attack damage from other players this turn.","The enemy takes double attack damage from other players this turn.","","DoubleDamage;Support","","False","False","False","False","True","False","False","True"
"FlashOfSteel","MegaCrit.Sts2.Core.Models.Cards.FlashOfSteel","Flash of Steel","FLASH_OF_STEEL.title","FLASH_OF_STEEL.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Draw 1 card.","Deal Damage damage. Draw 1 card.","","","","False","False","False","False","False","False","False","False"
"Flatten","MegaCrit.Sts2.Core.Models.Cards.Flatten","Flatten","FLATTEN.title","FLATTEN.description","Attack","Common","AnyEnemy","None","True","[gold]Osty[/gold] deals {OstyDamage:diff()} damage.
This card costs 0 {energyPrefix:energyIcons(1)} if [gold]Osty[/gold] has attacked this turn.","Osty deals OstyDamage damage. This card costs 0 energyPrefix if Osty has attacked this turn.","","","","False","False","False","False","False","False","False","False"
"Flechettes","MegaCrit.Sts2.Core.Models.Cards.Flechettes","Flechettes","FLECHETTES.title","FLECHETTES.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage for each Skill in your [gold]Hand[/gold].{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times})|}","Deal Damage damage for each Skill in your Hand.InCombat CalculatedHits)|}","","","","False","False","False","False","False","False","False","False"
"FlickFlack","MegaCrit.Sts2.Core.Models.Cards.FlickFlack","Flick-Flack","FLICK_FLACK.title","FLICK_FLACK.description","Attack","Common","AllEnemies","None","True","Deal {Damage:diff()} damage to ALL enemies.","Deal Damage damage to ALL enemies.","","","","False","False","False","False","False","False","False","False"
"FocusedStrike","MegaCrit.Sts2.Core.Models.Cards.FocusedStrike","Focused Strike","FOCUSED_STRIKE.title","FOCUSED_STRIKE.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Gain {FocusPower:diff()} [gold]Focus[/gold] this turn.","Deal Damage damage. Gain FocusPower Focus this turn.","Focus","Focus","","False","False","False","False","False","True","False","False"
"FollowThrough","MegaCrit.Sts2.Core.Models.Cards.FollowThrough","Follow Through","FOLLOW_THROUGH.title","FOLLOW_THROUGH.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.
If you have {CardCount} or more other {CardCount:plural:card|cards} in your [gold]Hand[/gold], hits an additional time.","Deal Damage damage. If you have CardCount or more other CardCount in your Hand, hits an additional time.","","","","False","False","False","False","False","False","False","False"
"Folly","MegaCrit.Sts2.Core.Models.Cards.Folly","Folly","FOLLY.title","FOLLY.description","Curse","Curse","None","None","False","","","","","","False","False","False","False","False","False","False","False"
"Footwork","MegaCrit.Sts2.Core.Models.Cards.Footwork","Footwork","FOOTWORK.title","FOOTWORK.description","Power","Uncommon","Self","None","True","Gain {DexterityPower:diff()} [gold]Dexterity[/gold].","Gain DexterityPower Dexterity.","","","","False","False","False","False","False","False","False","False"
"ForbiddenGrimoire","MegaCrit.Sts2.Core.Models.Cards.ForbiddenGrimoire","Forbidden Grimoire","FORBIDDEN_GRIMOIRE.title","FORBIDDEN_GRIMOIRE.description","Power","Ancient","Self","None","True","At the end of combat, you may remove a card from your [gold]Deck[/gold].","At the end of combat, you may remove a card from your Deck.","","","","False","False","False","False","False","False","False","False"
"ForegoneConclusion","MegaCrit.Sts2.Core.Models.Cards.ForegoneConclusion","Foregone Conclusion","FOREGONE_CONCLUSION.title","FOREGONE_CONCLUSION.description","Skill","Rare","Self","None","True","Next turn, put {Cards:diff()} cards from your [gold]Draw Pile[/gold] into your [gold]Hand[/gold].","Next turn, put Cards cards from your Draw Pile into your Hand.","","","","False","False","False","False","False","False","False","False"
"ForgottenRitual","MegaCrit.Sts2.Core.Models.Cards.ForgottenRitual","Forgotten Ritual","FORGOTTEN_RITUAL.title","FORGOTTEN_RITUAL.description","Skill","Uncommon","Self","None","True","If you [gold]Exhausted[/gold] a card this turn, gain {Energy:energyIcons()}.","If you Exhausted a card this turn, gain Energy.","","","","False","False","False","False","False","False","False","False"
"FranticEscape","MegaCrit.Sts2.Core.Models.Cards.FranticEscape","Frantic Escape","FRANTIC_ESCAPE.title","FRANTIC_ESCAPE.description","Status","Status","Self","None","False","Get farther away.
Increase [gold]Sandpit[/gold] by 1.
Increase the cost of this card by 1.","Get farther away. Increase Sandpit by 1. Increase the cost of this card by 1.","","","","False","False","False","False","False","False","False","False"
"Friendship","MegaCrit.Sts2.Core.Models.Cards.Friendship","Friendship","FRIENDSHIP.title","FRIENDSHIP.description","Power","Uncommon","Self","None","True","Lose {StrengthPower:inverseDiff()} [gold]Strength[/gold].
Gain {Energy:energyIcons()} at the start of each turn.","Lose StrengthPower Strength. Gain Energy at the start of each turn.","Strength","","Strength","False","False","False","False","False","False","False","False"
"Ftl","MegaCrit.Sts2.Core.Models.Cards.Ftl","FTL","FTL.title","FTL.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
If you have played fewer than {PlayMax:diff()} cards this turn, draw 1 card.","Deal Damage damage. If you have played fewer than PlayMax cards this turn, draw 1 card.","","","","False","False","False","False","False","False","False","False"
"Fuel","MegaCrit.Sts2.Core.Models.Cards.Fuel","Fuel","FUEL.title","FUEL.description","Skill","Token","Self","None","True","Gain {Energy:energyIcons()}.
Draw {Cards:diff()} {Cards:plural:card|cards}.","Gain Energy. Draw Cards Cards.","","","","False","False","False","False","False","False","False","False"
"Furnace","MegaCrit.Sts2.Core.Models.Cards.Furnace","Furnace","FURNACE.title","FURNACE.description","Power","Uncommon","Self","None","True","At the start of your turn, [gold]Forge[/gold] {Forge:diff()}.","At the start of your turn, Forge Forge.","","","","False","False","False","False","False","False","False","False"
"Fusion","MegaCrit.Sts2.Core.Models.Cards.Fusion","Fusion","FUSION.title","FUSION.description","Skill","Uncommon","Self","None","True","[gold]Channel[/gold] 1 [gold]Plasma[/gold].","Channel 1 Plasma.","","","","False","False","False","False","False","False","False","False"
"GammaBlast","MegaCrit.Sts2.Core.Models.Cards.GammaBlast","Gamma Blast","GAMMA_BLAST.title","GAMMA_BLAST.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Apply {WeakPower:diff()} [gold]Weak[/gold].
Apply {VulnerablePower:diff()} [gold]Vulnerable[/gold].","Deal Damage damage. Apply WeakPower Weak. Apply VulnerablePower Vulnerable.","Vulnerable;Weak","Vulnerable;Weak","","True","True","False","False","False","False","False","False"
"GangUp","MegaCrit.Sts2.Core.Models.Cards.GangUp","Gang Up","GANG_UP.title","GANG_UP.description","Attack","Uncommon","AnyEnemy","MultiplayerOnly","True","Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for each time another player has attacked the enemy this turn.","Deal CalculatedDamage damage. Deals ExtraDamage additional damage for each time another player has attacked the enemy this turn.","","Support","","False","False","False","False","False","False","False","True"
"GatherLight","MegaCrit.Sts2.Core.Models.Cards.GatherLight","Gather Light","GATHER_LIGHT.title","GATHER_LIGHT.description","Skill","Common","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
Gain {Stars:starIcons()}.","Gain Block Block. Gain Stars.","","","","False","False","False","False","False","False","False","False"
"Genesis","MegaCrit.Sts2.Core.Models.Cards.Genesis","Genesis","GENESIS.title","GENESIS.description","Power","Rare","Self","None","True","At the start of your turn, gain {StarsPerTurn:starIcons()}.","At the start of your turn, gain StarsPerTurn.","","","","False","False","False","False","False","False","False","False"
"GeneticAlgorithm","MegaCrit.Sts2.Core.Models.Cards.GeneticAlgorithm","Genetic Algorithm","GENETIC_ALGORITHM.title","GENETIC_ALGORITHM.description","Skill","Rare","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
Permanently increase this card's [gold]Block[/gold] by {Increase:diff()}.","Gain Block Block. Permanently increase this card's Block by Increase.","","","","False","False","False","False","False","False","False","False"
"GiantRock","MegaCrit.Sts2.Core.Models.Cards.GiantRock","Giant Rock","GIANT_ROCK.title","GIANT_ROCK.description","Attack","Token","AnyEnemy","None","True","Deal {Damage:diff()} damage.","Deal Damage damage.","","","","False","False","False","False","False","False","False","False"
"Glacier","MegaCrit.Sts2.Core.Models.Cards.Glacier","Glacier","GLACIER.title","GLACIER.description","Skill","Uncommon","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
[gold]Channel[/gold] 2 [gold]Frost[/gold].","Gain Block Block. Channel 2 Frost.","","","","False","False","False","False","False","False","False","False"
"Glasswork","MegaCrit.Sts2.Core.Models.Cards.Glasswork","Glasswork","GLASSWORK.title","GLASSWORK.description","Skill","Uncommon","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
[gold]Channel[/gold] 1 [gold]Glass[/gold].","Gain Block Block. Channel 1 Glass.","","","","False","False","False","False","False","False","False","False"
"Glimmer","MegaCrit.Sts2.Core.Models.Cards.Glimmer","Glimmer","GLIMMER.title","GLIMMER.description","Skill","Uncommon","Self","None","True","Draw {Cards:diff()} {Cards:plural:card|cards}.
Put {PutBack:diff()} {PutBack:plural:card|cards} from your [gold]Hand[/gold] on top of your [gold]Draw Pile[/gold].","Draw Cards Cards. Put PutBack PutBack from your Hand on top of your Draw Pile.","","","","False","False","False","False","False","False","False","False"
"GlimpseBeyond","MegaCrit.Sts2.Core.Models.Cards.GlimpseBeyond","Glimpse Beyond","GLIMPSE_BEYOND.title","GLIMPSE_BEYOND.description","Skill","Rare","AllAllies","MultiplayerOnly","True","ALL players add {Cards:diff()} [gold]{Cards:plural:Soul|Souls}[/gold] into their [gold]Draw Pile[/gold].","ALL players add Cards Cards into their Draw Pile.","","Support","","False","False","False","False","False","False","False","True"
"Glitterstream","MegaCrit.Sts2.Core.Models.Cards.Glitterstream","Glitterstream","GLITTERSTREAM.title","GLITTERSTREAM.description","Skill","Common","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
Next turn, gain {BlockNextTurn:diff()} [gold]Block[/gold].","Gain Block Block. Next turn, gain BlockNextTurn Block.","","","","False","False","False","False","False","False","False","False"
"Glow","MegaCrit.Sts2.Core.Models.Cards.Glow","Glow","GLOW.title","GLOW.description","Skill","Common","Self","None","True","Gain {Stars:starIcons()}.
Draw {Cards:diff()} {Cards:plural:card|cards}.
Next turn, draw {Cards:diff()} {Cards:plural:card|cards}.","Gain Stars. Draw Cards Cards. Next turn, draw Cards Cards.","","","","False","False","False","False","False","False","False","False"
"GoForTheEyes","MegaCrit.Sts2.Core.Models.Cards.GoForTheEyes","Go for the Eyes","GO_FOR_THE_EYES.title","GO_FOR_THE_EYES.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.
If the enemy intends to attack, apply {WeakPower:diff()} [gold]Weak[/gold].","Deal Damage damage. If the enemy intends to attack, apply WeakPower Weak.","Weak","Weak","","False","True","False","False","False","False","False","False"
